NC_044048.1	0	150000	567
NC_044048.1	150000	300000	276
NC_044048.1	300000	450000	718
NC_044048.1	450000	600000	132
NC_044048.1	600000	750000	307
NC_044048.1	750000	900000	255
NC_044048.1	900000	1050000	231
NC_044048.1	1050000	1200000	256
NC_044048.1	1200000	1350000	336
NC_044048.1	1350000	1500000	381
NC_044048.1	1500000	1650000	533
NC_044048.1	1650000	1800000	638
NC_044048.1	1800000	1950000	528
NC_044048.1	1950000	2100000	483
NC_044048.1	2100000	2250000	556
NC_044048.1	2250000	2400000	383
NC_044048.1	2400000	2550000	604
NC_044048.1	2550000	2700000	503
NC_044048.1	2700000	2850000	377
NC_044048.1	2850000	3000000	489
NC_044048.1	3000000	3150000	440
NC_044048.1	3150000	3300000	653
NC_044048.1	3300000	3450000	580
NC_044048.1	3450000	3600000	533
NC_044048.1	3600000	3750000	612
NC_044048.1	3750000	3900000	799
NC_044048.1	3900000	4050000	616
NC_044048.1	4050000	4200000	613
NC_044048.1	4200000	4350000	654
NC_044048.1	4350000	4500000	731
NC_044048.1	4500000	4650000	810
NC_044048.1	4650000	4800000	742
NC_044048.1	4800000	4950000	822
NC_044048.1	4950000	5100000	694
NC_044048.1	5100000	5250000	756
NC_044048.1	5250000	5400000	1001
NC_044048.1	5400000	5550000	547
NC_044048.1	5550000	5700000	846
NC_044048.1	5700000	5850000	674
NC_044048.1	5850000	6000000	742
NC_044048.1	6000000	6150000	816
NC_044048.1	6150000	6300000	929
NC_044048.1	6300000	6450000	378
NC_044048.1	6450000	6600000	556
NC_044048.1	6600000	6750000	867
NC_044048.1	6750000	6900000	740
NC_044048.1	6900000	7050000	594
NC_044048.1	7050000	7200000	412
NC_044048.1	7200000	7350000	321
NC_044048.1	7350000	7500000	416
NC_044048.1	7500000	7650000	476
NC_044048.1	7650000	7800000	533
NC_044048.1	7800000	7950000	528
NC_044048.1	7950000	8100000	741
NC_044048.1	8100000	8250000	798
NC_044048.1	8250000	8400000	705
NC_044048.1	8400000	8550000	354
NC_044048.1	8550000	8700000	565
NC_044048.1	8700000	8850000	507
NC_044048.1	8850000	9000000	608
NC_044048.1	9000000	9150000	756
NC_044048.1	9150000	9300000	341
NC_044048.1	9300000	9450000	407
NC_044048.1	9450000	9600000	721
NC_044048.1	9600000	9750000	690
NC_044048.1	9750000	9900000	831
NC_044048.1	9900000	10050000	597
NC_044048.1	10050000	10200000	555
NC_044048.1	10200000	10350000	630
NC_044048.1	10350000	10500000	585
NC_044048.1	10500000	10650000	816
